url,allinfo,detailTitle,price,detailDesc
https://nj.lianjia.com/xiaoqu/1411047987538,"1990年建成 ,板楼/塔板结合,0.4元/平米/月,南京市秦淮区商业网点物业管理有限公司,南京市秦淮区房地产开发公司,22栋,360户,/秦淮区龙蟠中路459号鸿意地产大厦",白鹭东苑,25480,(秦淮秦虹)龙蟠中路586-1号
https://nj.lianjia.com/xiaoqu/2511053905771,"2002年建成 ,板楼,0.6元/平米/月,街道办事处（委员会）代管物业,南京市下关城市建设开发(集团)有限公司,10栋,440户,/鼓楼区金陵新九村11号四单元102室",燕禾园,27657,(鼓楼金陵小区)金陵村96号
https://nj.lianjia.com/xiaoqu/1411099421155,"2002年建成 ,板楼,0.55元/平米/月,业主自筹物业,江苏鑫泰置业有限公司,9栋,198户,/江宁区金盛路328号天水雅居3幢101-2",天水雅居,20504,(江宁岔路口)金盛路328号
https://nj.lianjia.com/xiaoqu/1411000000755,"1988年建成 ,板楼/塔板结合,0.5至0.8元/平米/月,私人承办物业,南京鼓楼城镇建设综合开发（集团）公司,17栋,643户,/鼓楼区马台街80号",新模范马路9号,26736,(鼓楼湖南路)新模范马路9号
https://nj.lianjia.com/xiaoqu/1411056455103,"1985年建成 ,板楼,暂无信息,无物业管理服务,南京城市建设开发（集团）总公司,8栋,366户,/玄武区后宰门佛心桥24号",后半山园4号,25575,(玄武后宰门)富贵山路
https://nj.lianjia.com/xiaoqu/1411046691595,"2008年建成 ,板楼,1.2元/平米/月,街道办事处（委员会）代管物业,江苏明城房地产开发公司,4栋,330户,/鼓楼区建宁路259号",明城华贵园,31655,(鼓楼建宁路)四平路2号
https://nj.lianjia.com/xiaoqu/2511052923377,"2009年建成 ,板楼,0.35元/平米/月,南京鼎瑞物业管理有限公司,南京鼎业投资置业集团有限公司,78栋,2664户,/浦珠北路110号",鼎泰家园,18805,(浦口桥北)小柳路9号
https://nj.lianjia.com/xiaoqu/1411044025155,"1985年建成 ,板楼/塔板结合,0.25至0.5元/平米/月,街道办事处（委员会）代管物业,南京鼓楼城镇建设综合开发（集团）公司,36栋,947户,/鼓楼区定淮门5号",石头城,30005,(鼓楼龙江)石头城路81号
https://nj.lianjia.com/xiaoqu/1411000000025,"1995年建成 ,板楼,0.5元/平米/月,街道办事处（委员会）代管物业,南京市玄武区城镇建设综合开发公司,4栋,136户,/玄武区北京东路71号14楼1室",北京东路24号,43874,(玄武北京东路)北京东路24号
https://nj.lianjia.com/xiaoqu/1411047388560,"1990年建成 ,板楼,0.5元/平米/月,业主自筹物业,南京鼓楼城镇建设综合开发(集团)公司,2栋,97户,/鼓楼区玉泉路15号",钱塘路,81348,(鼓楼宁海路)钱塘路
https://nj.lianjia.com/xiaoqu/1411042935000,"2000年建成 ,塔板结合,0.8元/平米/月,暂无信息,南京鼓楼城镇建设综合开发(集团)公司,2栋,87户,/鼓楼区汉中门大街2号",莫愁家园,34659,(建邺汉中门大街)汉中门大街1-1号
https://nj.lianjia.com/xiaoqu/1411041796955,"1993年建成 ,板楼,0.5元/平米/月,街道办事处（委员会）代管物业,无开发商,1栋,133户,/鼓楼区上海路40-1号",广州路41号,30607,(鼓楼华侨路)广州路41号
https://nj.lianjia.com/xiaoqu/1411041813751,"1985年建成 ,塔板结合,1元/平米/月,业主自筹物业,鼓楼区房产开发公司,2栋,127户,/鼓楼区峨嵋岭20号",广州路264号,65816,(鼓楼宁海路)广州路264号
https://nj.lianjia.com/xiaoqu/1411041203010,"1998年建成 ,板楼,0.5元/平米/月,街道办事处（委员会）代管物业,南京建邺城镇建设开发集团有限公司,4栋,235户,/秦淮区朝天宫西街102号1幢4单元102室",中兴新村,28503,(秦淮朝天宫)朝天宫西街57号
https://nj.lianjia.com/xiaoqu/1411041525726,"1976年建成 ,板楼/塔板结合,1元/平米/月,街道办事处（委员会）代管物业,南京鼓楼城镇建设综合开发（集团）公司,12栋,452户,/鼓楼区匡庐新村92、94号",南阴阳营,39976,(鼓楼宁海路)汉口西路108号
https://nj.lianjia.com/xiaoqu/1411000000393,"2003年建成 ,板楼,0.2至0.8元/平米/月,街道办事处（委员会）代管物业,江苏建盛房地产有限公司,3栋,120户,/建邺区露园22幢89-1号",建盛丽庭,32622,(建邺茶南)湖西街8号
https://nj.lianjia.com/xiaoqu/1411046712772,"2008年建成 ,板楼/塔板结合,0.8至3元/平米/月,南京香溢物业管理有限公司,江苏香溢置业有限公司,12栋,551户,/鼓楼区幕府西路88号江雁依山郡88-43号",金域中央街区二期,31699,(鼓楼五塘广场)幕府西路33号
https://nj.lianjia.com/xiaoqu/1411000000848,"1985年建成 ,板楼,0.5元/平米/月,街道办事处（委员会）代管物业,南京城镇建设开发有限公司,8栋,519户,/玄武区卫巷29-5号",鱼市街小区,28791,(玄武丹凤街)鱼市街2-21号
